instrumentId,marketValueDate,marketValue,createdAt,modifiedAt
183,2020-03-31 00:00:00.0000000,100006929.0000,2020-03-31 00:00:00,2020-03-31 00:00:00
183,2020-04-30 00:00:00.0000000,124556540.0000,2020-04-30 00:00:00,2020-04-30 00:00:00
183,2020-05-31 00:00:00.0000000,124556540.0000,2020-05-31 00:00:00,2020-05-31 00:00:00
183,2020-06-30 00:00:00.0000000,90459057.0000,2020-06-30 00:00:00,2020-06-30 00:00:00
183,2020-07-31 00:00:00.0000000,90459057.0000,2020-07-31 00:00:00,2020-07-31 00:00:00
183,2020-08-31 00:00:00.0000000,94505735.0000,2020-08-31 00:00:00,2020-08-31 00:00:00
183,2020-09-30 00:00:00.0000000,94505735.0000,2020-09-30 00:00:00,2020-09-30 00:00:00
183,2020-10-31 00:00:00.0000000,94032378.0000,2020-10-31 00:00:00,2020-10-31 00:00:00
183,2020-11-30 00:00:00.0000000,110007122.0000,2020-11-30 00:00:00,2020-11-30 00:00:00
183,2020-12-31 00:00:00.0000000,114473151.0000,2020-12-31 00:00:00,2020-12-31 00:00:00
183,2021-01-31 00:00:00.0000000,114473151.0000,2021-01-31 00:00:00,2021-01-31 00:00:00
183,2021-02-28 00:00:00.0000000,121747644.0000,2021-02-28 00:00:00,2021-02-28 00:00:00
183,2021-03-31 00:00:00.0000000,167577475.0000,2021-03-31 00:00:00,2021-03-31 00:00:00
183,2021-04-30 00:00:00.0000000,136796547.0000,2021-04-30 00:00:00,2021-04-30 00:00:00
183,2021-05-31 00:00:00.0000000,166362030.0000,2021-05-31 00:00:00,2021-05-31 00:00:00
183,2021-06-30 00:00:00.0000000,234454584.0000,2021-06-30 00:00:00,2021-06-30 00:00:00
183,2021-07-31 00:00:00.0000000,234454584.0000,2021-07-31 00:00:00,2021-07-31 00:00:00
183,2021-08-31 00:00:00.0000000,231997245.0000,2021-08-31 00:00:00,2021-08-31 00:00:00
183,2021-09-30 00:00:00.0000000,231997245.0000,2021-09-30 00:00:00,2021-09-30 00:00:00
183,2021-10-31 00:00:00.0000000,231997245.0000,2021-10-31 00:00:00,2021-10-31 00:00:00
183,2021-11-30 00:00:00.0000000,217749819.0000,2021-11-30 00:00:00,2021-11-30 00:00:00
183,2021-12-31 00:00:00.0000000,402509820.0000,2021-12-31 00:00:00,2021-12-31 00:00:00
183,2022-01-31 00:00:00.0000000,402509820.0000,2022-01-31 00:00:00,2022-01-31 00:00:00
183,2022-02-28 00:00:00.0000000,402509820.0000,2022-02-28 00:00:00,2022-02-28 00:00:00
183,2022-03-31 00:00:00.0000000,447052449.0000,2022-03-31 00:00:00,2022-03-31 00:00:00
183,2022-04-30 00:00:00.0000000,447052449.0000,2022-04-30 00:00:00,2022-04-30 00:00:00
183,2022-05-31 00:00:00.0000000,447052449.0000,2022-05-31 00:00:00,2022-05-31 00:00:00
183,2022-06-30 00:00:00.0000000,462569209.0000,2022-06-30 00:00:00,2022-06-30 00:00:00
183,2022-07-31 00:00:00.0000000,462569209.0000,2022-07-31 00:00:00,2022-07-31 00:00:00
183,2022-08-31 00:00:00.0000000,398614095.0000,2022-08-31 00:00:00,2022-08-31 00:00:00
183,2022-09-30 00:00:00.0000000,398614095.0000,2022-09-30 00:00:00,2022-09-30 00:00:00
174,2020-01-31 00:00:00.0000000,45740512.0000,2020-01-31 00:00:00,2020-01-31 00:00:00
174,2020-02-29 00:00:00.0000000,45740512.0000,2020-02-29 00:00:00,2020-02-29 00:00:00
174,2020-03-31 00:00:00.0000000,47065900.0000,2020-03-31 00:00:00,2020-03-31 00:00:00
174,2020-04-30 00:00:00.0000000,47065900.0000,2020-04-30 00:00:00,2020-04-30 00:00:00
174,2020-05-31 00:00:00.0000000,47065900.0000,2020-05-31 00:00:00,2020-05-31 00:00:00
174,2020-06-30 00:00:00.0000000,47065900.0000,2020-06-30 00:00:00,2020-06-30 00:00:00
174,2020-07-31 00:00:00.0000000,47065900.0000,2020-07-31 00:00:00,2020-07-31 00:00:00
174,2020-08-31 00:00:00.0000000,47065900.0000,2020-08-31 00:00:00,2020-08-31 00:00:00
174,2020-09-30 00:00:00.0000000,46409900.0000,2020-09-30 00:00:00,2020-09-30 00:00:00
174,2020-10-31 00:00:00.0000000,46409900.0000,2020-10-31 00:00:00,2020-10-31 00:00:00
174,2020-11-30 00:00:00.0000000,46409900.0000,2020-11-30 00:00:00,2020-11-30 00:00:00
174,2020-12-31 00:00:00.0000000,47941700.0000,2020-12-31 00:00:00,2020-12-31 00:00:00
174,2021-01-31 00:00:00.0000000,47941700.0000,2021-01-31 00:00:00,2021-01-31 00:00:00
174,2021-02-28 00:00:00.0000000,47941700.0000,2021-02-28 00:00:00,2021-02-28 00:00:00
174,2021-03-31 00:00:00.0000000,49139000.0000,2021-03-31 00:00:00,2021-03-31 00:00:00
174,2021-04-30 00:00:00.0000000,49139000.0000,2021-04-30 00:00:00,2021-04-30 00:00:00
174,2021-05-31 00:00:00.0000000,49139000.0000,2021-05-31 00:00:00,2021-05-31 00:00:00
174,2021-06-30 00:00:00.0000000,46193156.0000,2021-06-30 00:00:00,2021-06-30 00:00:00
174,2021-07-31 00:00:00.0000000,46193156.0000,2021-07-31 00:00:00,2021-07-31 00:00:00
174,2021-08-31 00:00:00.0000000,46193156.0000,2021-08-31 00:00:00,2021-08-31 00:00:00
174,2021-09-30 00:00:00.0000000,45476200.0000,2021-09-30 00:00:00,2021-09-30 00:00:00
174,2021-10-31 00:00:00.0000000,45476200.0000,2021-10-31 00:00:00,2021-10-31 00:00:00
174,2021-11-30 00:00:00.0000000,45476200.0000,2021-11-30 00:00:00,2021-11-30 00:00:00
174,2021-12-31 00:00:00.0000000,45861700.0000,2021-12-31 00:00:00,2021-12-31 00:00:00
174,2022-01-31 00:00:00.0000000,45861700.0000,2022-01-31 00:00:00,2022-01-31 00:00:00
174,2022-02-28 00:00:00.0000000,45861700.0000,2022-02-28 00:00:00,2022-02-28 00:00:00
174,2022-03-31 00:00:00.0000000,46639200.0000,2022-03-31 00:00:00,2022-03-31 00:00:00
174,2022-04-30 00:00:00.0000000,46639200.0000,2022-04-30 00:00:00,2022-04-30 00:00:00
174,2022-05-31 00:00:00.0000000,46639200.0000,2022-05-31 00:00:00,2022-05-31 00:00:00
174,2022-06-30 00:00:00.0000000,46639200.0000,2022-06-30 00:00:00,2022-06-30 00:00:00
174,2022-07-31 00:00:00.0000000,46639200.0000,2022-07-31 00:00:00,2022-07-31 00:00:00
174,2022-08-31 00:00:00.0000000,46639200.0000,2022-08-31 00:00:00,2022-08-31 00:00:00
174,2022-09-30 00:00:00.0000000,46639200.0000,2022-09-30 00:00:00,2022-09-30 00:00:00
33,2020-01-31 00:00:00.0000000,900798000.0000,2020-01-31 00:00:00,2020-01-31 00:00:00
33,2020-02-29 00:00:00.0000000,900798000.0000,2020-02-29 00:00:00,2020-02-29 00:00:00
33,2020-03-31 00:00:00.0000000,852975516.0000,2020-03-31 00:00:00,2020-03-31 00:00:00
33,2020-04-30 00:00:00.0000000,852975516.0000,2020-04-30 00:00:00,2020-04-30 00:00:00
33,2020-05-31 00:00:00.0000000,852975516.0000,2020-05-31 00:00:00,2020-05-31 00:00:00
33,2020-06-30 00:00:00.0000000,852975516.0000,2020-06-30 00:00:00,2020-06-30 00:00:00
33,2020-07-31 00:00:00.0000000,852975516.0000,2020-07-31 00:00:00,2020-07-31 00:00:00
33,2020-08-31 00:00:00.0000000,852975516.0000,2020-08-31 00:00:00,2020-08-31 00:00:00
33,2020-09-30 00:00:00.0000000,835849732.8100,2020-09-30 00:00:00,2020-09-30 00:00:00
33,2020-10-31 00:00:00.0000000,835849732.8100,2020-10-31 00:00:00,2020-10-31 00:00:00
33,2020-11-30 00:00:00.0000000,835849732.8100,2020-11-30 00:00:00,2020-11-30 00:00:00
33,2020-12-31 00:00:00.0000000,835849732.8100,2020-12-31 00:00:00,2020-12-31 00:00:00
33,2021-01-31 00:00:00.0000000,832427863.7200,2021-01-31 00:00:00,2021-01-31 00:00:00
33,2021-02-28 00:00:00.0000000,832427863.7200,2021-02-28 00:00:00,2021-02-28 00:00:00
33,2021-03-31 00:00:00.0000000,839184350.8800,2021-03-31 00:00:00,2021-03-31 00:00:00
33,2021-04-30 00:00:00.0000000,839184350.8800,2021-04-30 00:00:00,2021-04-30 00:00:00
33,2021-05-31 00:00:00.0000000,839184350.8800,2021-05-31 00:00:00,2021-05-31 00:00:00
33,2021-06-30 00:00:00.0000000,839184350.8800,2021-06-30 00:00:00,2021-06-30 00:00:00
33,2021-07-31 00:00:00.0000000,835418099.3700,2021-07-31 00:00:00,2021-07-31 00:00:00
33,2021-08-31 00:00:00.0000000,835418099.3700,2021-08-31 00:00:00,2021-08-31 00:00:00
33,2021-09-30 00:00:00.0000000,845437565.3900,2021-09-30 00:00:00,2021-09-30 00:00:00
33,2021-10-31 00:00:00.0000000,845437565.3900,2021-10-31 00:00:00,2021-10-31 00:00:00
33,2021-11-30 00:00:00.0000000,845437565.3900,2021-11-30 00:00:00,2021-11-30 00:00:00
33,2021-12-31 00:00:00.0000000,845437565.3900,2021-12-31 00:00:00,2021-12-31 00:00:00
33,2022-01-31 00:00:00.0000000,845437565.3900,2022-01-31 00:00:00,2022-01-31 00:00:00
33,2022-02-28 00:00:00.0000000,843382040.6000,2022-02-28 00:00:00,2022-02-28 00:00:00
33,2022-03-31 00:00:00.0000000,854643797.8900,2022-03-31 00:00:00,2022-03-31 00:00:00
33,2022-04-30 00:00:00.0000000,854643797.8900,2022-04-30 00:00:00,2022-04-30 00:00:00
33,2022-05-31 00:00:00.0000000,854643797.8900,2022-05-31 00:00:00,2022-05-31 00:00:00
33,2022-06-30 00:00:00.0000000,854643797.8900,2022-06-30 00:00:00,2022-06-30 00:00:00
33,2022-07-31 00:00:00.0000000,854643797.8900,2022-07-31 00:00:00,2022-07-31 00:00:00
33,2022-08-31 00:00:00.0000000,854643797.8900,2022-08-31 00:00:00,2022-08-31 00:00:00
33,2022-09-30 00:00:00.0000000,854643797.8900,2022-09-30 00:00:00,2022-09-30 00:00:00
199,2020-01-31 00:00:00.0000000,22160000.0000,2020-01-31 00:00:00,2020-01-31 00:00:00
199,2020-02-29 00:00:00.0000000,22160000.0000,2020-02-29 00:00:00,2020-02-29 00:00:00
199,2020-03-31 00:00:00.0000000,9423640.4300,2020-03-31 00:00:00,2020-03-31 00:00:00
199,2020-04-30 00:00:00.0000000,9423640.4300,2020-04-30 00:00:00,2020-04-30 00:00:00
199,2020-05-31 00:00:00.0000000,9423640.4300,2020-05-31 00:00:00,2020-05-31 00:00:00
199,2020-06-30 00:00:00.0000000,9423640.4300,2020-06-30 00:00:00,2020-06-30 00:00:00
199,2020-07-31 00:00:00.0000000,9423640.4300,2020-07-31 00:00:00,2020-07-31 00:00:00
199,2020-08-31 00:00:00.0000000,9423640.4300,2020-08-31 00:00:00,2020-08-31 00:00:00
199,2020-09-30 00:00:00.0000000,9423640.4300,2020-09-30 00:00:00,2020-09-30 00:00:00
199,2020-10-31 00:00:00.0000000,9423640.4300,2020-10-31 00:00:00,2020-10-31 00:00:00
199,2020-11-30 00:00:00.0000000,9423640.4300,2020-11-30 00:00:00,2020-11-30 00:00:00
199,2020-12-31 00:00:00.0000000,9423640.4300,2020-12-31 00:00:00,2020-12-31 00:00:00
199,2021-01-31 00:00:00.0000000,9423640.4300,2021-01-31 00:00:00,2021-01-31 00:00:00
199,2021-02-28 00:00:00.0000000,9423640.4300,2021-02-28 00:00:00,2021-02-28 00:00:00
199,2021-03-31 00:00:00.0000000,7945921.1900,2021-03-31 00:00:00,2021-03-31 00:00:00
199,2021-04-30 00:00:00.0000000,7945921.1900,2021-04-30 00:00:00,2021-04-30 00:00:00
199,2021-05-31 00:00:00.0000000,7945921.1900,2021-05-31 00:00:00,2021-05-31 00:00:00
199,2021-06-30 00:00:00.0000000,7945921.1900,2021-06-30 00:00:00,2021-06-30 00:00:00
199,2021-07-31 00:00:00.0000000,7945921.1900,2021-07-31 00:00:00,2021-07-31 00:00:00
199,2021-08-31 00:00:00.0000000,7945921.1900,2021-08-31 00:00:00,2021-08-31 00:00:00
199,2021-09-30 00:00:00.0000000,7945921.1900,2021-09-30 00:00:00,2021-09-30 00:00:00
199,2021-10-31 00:00:00.0000000,7945921.1900,2021-10-31 00:00:00,2021-10-31 00:00:00
199,2021-11-30 00:00:00.0000000,7945921.1900,2021-11-30 00:00:00,2021-11-30 00:00:00
199,2021-12-31 00:00:00.0000000,7945921.1900,2021-12-31 00:00:00,2021-12-31 00:00:00
199,2022-01-31 00:00:00.0000000,7945921.1900,2022-01-31 00:00:00,2022-01-31 00:00:00
199,2022-02-28 00:00:00.0000000,7945921.1900,2022-02-28 00:00:00,2022-02-28 00:00:00
199,2022-03-31 00:00:00.0000000,8169749.9600,2022-03-31 00:00:00,2022-03-31 00:00:00
199,2022-04-30 00:00:00.0000000,8169749.9600,2022-04-30 00:00:00,2022-04-30 00:00:00
199,2022-05-31 00:00:00.0000000,8169749.9600,2022-05-31 00:00:00,2022-05-31 00:00:00
199,2022-06-30 00:00:00.0000000,8169749.9600,2022-06-30 00:00:00,2022-06-30 00:00:00
199,2022-07-31 00:00:00.0000000,8169749.9600,2022-07-31 00:00:00,2022-07-31 00:00:00
199,2022-08-31 00:00:00.0000000,8169749.9600,2022-08-31 00:00:00,2022-08-31 00:00:00
199,2022-09-30 00:00:00.0000000,8169749.9600,2022-09-30 00:00:00,2022-09-30 00:00:00
114,2020-01-31 00:00:00.0000000,580092138.7900,2020-01-31 00:00:00,2020-01-31 00:00:00
114,2020-02-29 00:00:00.0000000,580092138.7900,2020-02-29 00:00:00,2020-02-29 00:00:00
114,2020-03-31 00:00:00.0000000,607881646.5500,2020-03-31 00:00:00,2020-03-31 00:00:00
114,2020-04-30 00:00:00.0000000,607881646.5500,2020-04-30 00:00:00,2020-04-30 00:00:00
114,2020-05-31 00:00:00.0000000,607881646.5500,2020-05-31 00:00:00,2020-05-31 00:00:00
114,2020-06-30 00:00:00.0000000,607881646.5500,2020-06-30 00:00:00,2020-06-30 00:00:00
114,2020-07-31 00:00:00.0000000,607881646.5500,2020-07-31 00:00:00,2020-07-31 00:00:00
114,2020-08-31 00:00:00.0000000,607881646.5500,2020-08-31 00:00:00,2020-08-31 00:00:00
114,2020-09-30 00:00:00.0000000,557487161.1800,2020-09-30 00:00:00,2020-09-30 00:00:00
114,2020-10-31 00:00:00.0000000,557487161.1800,2020-10-31 00:00:00,2020-10-31 00:00:00
114,2020-11-30 00:00:00.0000000,557487161.1800,2020-11-30 00:00:00,2020-11-30 00:00:00
114,2020-12-31 00:00:00.0000000,557487161.1800,2020-12-31 00:00:00,2020-12-31 00:00:00
114,2021-01-31 00:00:00.0000000,553081086.6700,2021-01-31 00:00:00,2021-01-31 00:00:00
114,2021-02-28 00:00:00.0000000,553081086.6700,2021-02-28 00:00:00,2021-02-28 00:00:00
114,2021-03-31 00:00:00.0000000,493388963.1900,2021-03-31 00:00:00,2021-03-31 00:00:00
114,2021-04-30 00:00:00.0000000,493388963.1900,2021-04-30 00:00:00,2021-04-30 00:00:00
114,2021-05-31 00:00:00.0000000,493388963.1900,2021-05-31 00:00:00,2021-05-31 00:00:00
114,2021-06-30 00:00:00.0000000,493388963.1900,2021-06-30 00:00:00,2021-06-30 00:00:00
114,2021-07-31 00:00:00.0000000,493388963.1900,2021-07-31 00:00:00,2021-07-31 00:00:00
114,2021-08-31 00:00:00.0000000,493388963.1900,2021-08-31 00:00:00,2021-08-31 00:00:00
114,2021-09-30 00:00:00.0000000,483940602.2400,2021-09-30 00:00:00,2021-09-30 00:00:00
114,2021-10-31 00:00:00.0000000,483940602.2400,2021-10-31 00:00:00,2021-10-31 00:00:00
114,2021-11-30 00:00:00.0000000,483940602.2400,2021-11-30 00:00:00,2021-11-30 00:00:00
114,2021-12-31 00:00:00.0000000,483940602.2400,2021-12-31 00:00:00,2021-12-31 00:00:00
114,2022-01-31 00:00:00.0000000,483940602.2400,2022-01-31 00:00:00,2022-01-31 00:00:00
114,2022-02-28 00:00:00.0000000,483940602.2400,2022-02-28 00:00:00,2022-02-28 00:00:00
114,2022-03-31 00:00:00.0000000,492707065.3600,2022-03-31 00:00:00,2022-03-31 00:00:00
114,2022-04-30 00:00:00.0000000,492707065.3600,2022-04-30 00:00:00,2022-04-30 00:00:00
114,2022-05-31 00:00:00.0000000,492707065.3600,2022-05-31 00:00:00,2022-05-31 00:00:00
114,2022-06-30 00:00:00.0000000,492707065.3600,2022-06-30 00:00:00,2022-06-30 00:00:00
27,2020-04-30 00:00:00.0000000,49999999.2600,2020-04-30 00:00:00,2020-04-30 00:00:00
27,2020-05-31 00:00:00.0000000,49999999.2600,2020-05-31 00:00:00,2020-05-31 00:00:00
27,2020-06-30 00:00:00.0000000,49999999.2600,2020-06-30 00:00:00,2020-06-30 00:00:00
27,2020-07-31 00:00:00.0000000,49999999.2600,2020-07-31 00:00:00,2020-07-31 00:00:00
27,2020-08-31 00:00:00.0000000,49999999.2600,2020-08-31 00:00:00,2020-08-31 00:00:00
27,2020-09-30 00:00:00.0000000,49999999.2600,2020-09-30 00:00:00,2020-09-30 00:00:00
27,2020-10-31 00:00:00.0000000,49999999.2600,2020-10-31 00:00:00,2020-10-31 00:00:00
27,2020-11-30 00:00:00.0000000,49999999.2600,2020-11-30 00:00:00,2020-11-30 00:00:00
27,2020-12-31 00:00:00.0000000,49999999.2600,2020-12-31 00:00:00,2020-12-31 00:00:00
27,2021-01-31 00:00:00.0000000,99546207.7700,2021-01-31 00:00:00,2021-01-31 00:00:00
27,2021-02-28 00:00:00.0000000,99546207.7700,2021-02-28 00:00:00,2021-02-28 00:00:00
27,2021-03-31 00:00:00.0000000,261341784.3300,2021-03-31 00:00:00,2021-03-31 00:00:00
27,2021-04-30 00:00:00.0000000,261341784.3300,2021-04-30 00:00:00,2021-04-30 00:00:00
27,2021-05-31 00:00:00.0000000,261341784.3300,2021-05-31 00:00:00,2021-05-31 00:00:00
27,2021-06-30 00:00:00.0000000,261341784.3300,2021-06-30 00:00:00,2021-06-30 00:00:00
27,2021-07-31 00:00:00.0000000,261341784.3300,2021-07-31 00:00:00,2021-07-31 00:00:00
27,2021-08-31 00:00:00.0000000,261341784.3300,2021-08-31 00:00:00,2021-08-31 00:00:00
27,2021-09-30 00:00:00.0000000,246012464.3100,2021-09-30 00:00:00,2021-09-30 00:00:00
27,2021-10-31 00:00:00.0000000,246012464.3100,2021-10-31 00:00:00,2021-10-31 00:00:00
27,2021-11-30 00:00:00.0000000,246012464.3100,2021-11-30 00:00:00,2021-11-30 00:00:00
27,2021-12-31 00:00:00.0000000,246012464.3100,2021-12-31 00:00:00,2021-12-31 00:00:00
27,2022-01-31 00:00:00.0000000,246012464.3100,2022-01-31 00:00:00,2022-01-31 00:00:00
27,2022-02-28 00:00:00.0000000,246012464.3100,2022-02-28 00:00:00,2022-02-28 00:00:00
27,2022-03-31 00:00:00.0000000,179014048.8000,2022-03-31 00:00:00,2022-03-31 00:00:00
27,2022-04-30 00:00:00.0000000,179014048.8000,2022-04-30 00:00:00,2022-04-30 00:00:00
27,2022-05-31 00:00:00.0000000,179014048.8000,2022-05-31 00:00:00,2022-05-31 00:00:00
27,2022-06-30 00:00:00.0000000,179014048.8000,2022-06-30 00:00:00,2022-06-30 00:00:00
27,2022-07-31 00:00:00.0000000,179014048.8000,2022-07-31 00:00:00,2022-07-31 00:00:00
27,2022-08-31 00:00:00.0000000,103877067.6000,2022-08-31 00:00:00,2022-08-31 00:00:00
27,2022-09-30 00:00:00.0000000,103877067.6000,2022-09-30 00:00:00,2022-09-30 00:00:00
36,2020-04-30 00:00:00.0000000,50000000.0000,2020-04-30 00:00:00,2020-04-30 00:00:00
36,2020-05-31 00:00:00.0000000,50000000.0000,2020-05-31 00:00:00,2020-05-31 00:00:00
36,2020-06-30 00:00:00.0000000,50000000.0000,2020-06-30 00:00:00,2020-06-30 00:00:00
36,2020-07-31 00:00:00.0000000,50000000.0000,2020-07-31 00:00:00,2020-07-31 00:00:00
36,2020-08-31 00:00:00.0000000,50000000.0000,2020-08-31 00:00:00,2020-08-31 00:00:00
36,2020-09-30 00:00:00.0000000,63400495.0000,2020-09-30 00:00:00,2020-09-30 00:00:00
36,2020-10-31 00:00:00.0000000,63400495.0000,2020-10-31 00:00:00,2020-10-31 00:00:00
36,2020-11-30 00:00:00.0000000,63400495.0000,2020-11-30 00:00:00,2020-11-30 00:00:00
36,2020-12-31 00:00:00.0000000,63400495.0000,2020-12-31 00:00:00,2020-12-31 00:00:00
36,2021-01-31 00:00:00.0000000,63400495.0000,2021-01-31 00:00:00,2021-01-31 00:00:00
36,2021-02-28 00:00:00.0000000,63400495.0000,2021-02-28 00:00:00,2021-02-28 00:00:00
36,2021-03-31 00:00:00.0000000,85569116.0000,2021-03-31 00:00:00,2021-03-31 00:00:00
36,2021-04-30 00:00:00.0000000,85569116.0000,2021-04-30 00:00:00,2021-04-30 00:00:00
36,2021-05-31 00:00:00.0000000,85569116.0000,2021-05-31 00:00:00,2021-05-31 00:00:00
36,2021-06-30 00:00:00.0000000,85569116.0000,2021-06-30 00:00:00,2021-06-30 00:00:00
36,2021-07-31 00:00:00.0000000,90958272.0000,2021-07-31 00:00:00,2021-07-31 00:00:00
36,2021-08-31 00:00:00.0000000,90958272.0000,2021-08-31 00:00:00,2021-08-31 00:00:00
36,2021-09-30 00:00:00.0000000,90958272.0000,2021-09-30 00:00:00,2021-09-30 00:00:00
36,2021-10-31 00:00:00.0000000,90958272.0000,2021-10-31 00:00:00,2021-10-31 00:00:00
36,2021-11-30 00:00:00.0000000,90958272.0000,2021-11-30 00:00:00,2021-11-30 00:00:00
36,2021-12-31 00:00:00.0000000,90958272.0000,2021-12-31 00:00:00,2021-12-31 00:00:00
36,2022-01-31 00:00:00.0000000,90958272.0000,2022-01-31 00:00:00,2022-01-31 00:00:00
36,2022-02-28 00:00:00.0000000,90958272.0000,2022-02-28 00:00:00,2022-02-28 00:00:00
36,2022-03-31 00:00:00.0000000,105710774.0000,2022-03-31 00:00:00,2022-03-31 00:00:00
36,2022-04-30 00:00:00.0000000,105710774.0000,2022-04-30 00:00:00,2022-04-30 00:00:00
36,2022-05-31 00:00:00.0000000,105710774.0000,2022-05-31 00:00:00,2022-05-31 00:00:00
46,2020-06-30 00:00:00.0000000,7475257614.6234,2020-06-30 00:00:00,2020-06-30 00:00:00
46,2020-07-31 00:00:00.0000000,7475257614.6234,2020-07-31 00:00:00,2020-07-31 00:00:00
46,2020-08-31 00:00:00.0000000,7475257614.6234,2020-08-31 00:00:00,2020-08-31 00:00:00
46,2020-09-30 00:00:00.0000000,7475257614.6234,2020-09-30 00:00:00,2020-09-30 00:00:00
46,2020-10-31 00:00:00.0000000,7475257614.6234,2020-10-31 00:00:00,2020-10-31 00:00:00
46,2020-11-30 00:00:00.0000000,7475257614.6234,2020-11-30 00:00:00,2020-11-30 00:00:00
46,2020-12-31 00:00:00.0000000,7475257614.6234,2020-12-31 00:00:00,2020-12-31 00:00:00
46,2021-01-31 00:00:00.0000000,7475257614.6234,2021-01-31 00:00:00,2021-01-31 00:00:00
46,2021-02-28 00:00:00.0000000,7475257614.6234,2021-02-28 00:00:00,2021-02-28 00:00:00
46,2021-03-31 00:00:00.0000000,7475257614.6234,2021-03-31 00:00:00,2021-03-31 00:00:00
46,2021-04-30 00:00:00.0000000,7475257614.6234,2021-04-30 00:00:00,2021-04-30 00:00:00
46,2021-05-31 00:00:00.0000000,7475257614.6234,2021-05-31 00:00:00,2021-05-31 00:00:00
46,2021-06-30 00:00:00.0000000,7475257614.6234,2021-06-30 00:00:00,2021-06-30 00:00:00
46,2021-07-31 00:00:00.0000000,7475257614.6234,2021-07-31 00:00:00,2021-07-31 00:00:00
46,2021-08-31 00:00:00.0000000,7475257614.6234,2021-08-31 00:00:00,2021-08-31 00:00:00
46,2021-09-30 00:00:00.0000000,7475257614.6234,2021-09-30 00:00:00,2021-09-30 00:00:00
