transactionId,instrumentId,transactionAmount,transactionCurrency,transactionDate,quantity,isCancelled,createdAt,modifiedAt,transactiontype
34,2,-4486887.9200,USD,2021-09-14,38.00,False,2021-09-14 00:00:00,2021-09-14 00:00:00,BUY
35,2,1436775.2300,USD,2021-11-07,-14.00,False,2021-11-07 00:00:00,2021-11-07 00:00:00,SELL
36,2,6038428.6100,USD,2021-11-14,-57.00,False,2021-11-14 00:00:00,2021-11-14 00:00:00,SELL
37,2,-4205491.8500,USD,2021-11-16,37.00,False,2021-11-16 00:00:00,2021-11-16 00:00:00,BUY
38,2,2340553.1900,USD,2021-11-25,-21.00,False,2021-11-25 00:00:00,2021-11-25 00:00:00,SELL
39,2,1015232.8800,USD,2021-12-07,-10.00,False,2021-12-07 00:00:00,2021-12-07 00:00:00,SELL
40,2,-2212456.5900,USD,2022-04-12,18.00,False,2022-04-12 00:00:00,2022-04-12 00:00:00,BUY
41,2,2288663.4300,USD,2022-04-24,-19.00,False,2022-04-24 00:00:00,2022-04-24 00:00:00,SELL
42,2,-4852654.8000,USD,2022-06-17,42.00,False,2022-06-17 00:00:00,2022-06-17 00:00:00,BUY
43,2,-111851.9700,USD,2022-07-08,1.00,False,2022-07-08 00:00:00,2022-07-08 00:00:00,BUY
44,3,-178844136.1000,USD,2020-02-15,17.00,False,2020-02-15 00:00:00,2020-02-15 00:00:00,BUY
45,3,-382741315.1700,USD,2020-04-14,43.00,False,2020-04-14 00:00:00,2020-04-14 00:00:00,BUY
46,3,280005926.2900,USD,2020-04-27,-34.00,False,2020-04-27 00:00:00,2020-04-27 00:00:00,SELL
47,3,-255715453.7800,USD,2020-05-24,29.00,False,2020-05-24 00:00:00,2020-05-24 00:00:00,BUY
48,3,-92685110.1500,USD,2020-08-06,12.00,False,2020-08-06 00:00:00,2020-08-06 00:00:00,BUY
49,3,82278360.9400,USD,2020-08-27,-11.00,False,2020-08-27 00:00:00,2020-08-27 00:00:00,SELL
50,3,29268982.1500,USD,2020-09-02,-4.00,False,2020-09-02 00:00:00,2020-09-02 00:00:00,SELL
51,3,-260168730.2400,USD,2020-09-26,32.00,False,2020-09-26 00:00:00,2020-09-26 00:00:00,BUY
52,3,231875380.8300,USD,2020-10-09,-31.00,False,2020-10-09 00:00:00,2020-10-09 00:00:00,SELL
53,3,293096335.1600,USD,2020-10-23,-35.00,False,2020-10-23 00:00:00,2020-10-23 00:00:00,SELL
54,3,-452205774.2500,USD,2021-01-07,54.00,False,2021-01-07 00:00:00,2021-01-07 00:00:00,BUY
55,3,310251210.8100,USD,2021-01-10,-36.00,False,2021-01-10 00:00:00,2021-01-10 00:00:00,SELL
56,3,181467689.3400,USD,2021-01-27,-24.00,False,2021-01-27 00:00:00,2021-01-27 00:00:00,SELL
57,3,-626562722.2700,USD,2021-03-31,66.00,False,2021-03-31 00:00:00,2021-03-31 00:00:00,BUY
58,3,52701537.3900,USD,2021-05-23,-6.00,False,2021-05-23 00:00:00,2021-05-23 00:00:00,SELL
59,3,573683738.6300,USD,2021-06-04,-61.00,False,2021-06-04 00:00:00,2021-06-04 00:00:00,SELL
60,3,-52701537.3900,USD,2021-06-11,6.00,False,2021-06-11 00:00:00,2021-06-11 00:00:00,BUY
61,3,-266169380.7500,USD,2021-07-08,30.00,False,2021-07-08 00:00:00,2021-07-08 00:00:00,BUY
62,3,287462931.2000,USD,2021-07-19,-36.00,False,2021-07-19 00:00:00,2021-07-19 00:00:00,SELL
63,3,-187738136.5500,USD,2021-07-19,23.00,False,2021-07-19 00:00:00,2021-07-19 00:00:00,BUY
64,3,126430455.8500,USD,2021-07-28,-15.00,False,2021-07-28 00:00:00,2021-07-28 00:00:00,SELL
65,3,-223759726.0800,USD,2021-11-19,26.00,False,2021-11-19 00:00:00,2021-11-19 00:00:00,BUY
66,3,-27415446.2200,USD,2022-01-12,3.00,False,2022-01-12 00:00:00,2022-01-12 00:00:00,BUY
67,3,-143376573.0900,USD,2022-01-25,16.00,False,2022-01-25 00:00:00,2022-01-25 00:00:00,BUY
68,3,289592286.2500,USD,2022-02-01,-32.00,False,2022-02-01 00:00:00,2022-02-01 00:00:00,SELL
69,3,-416430596.9700,USD,2022-04-08,48.00,False,2022-04-08 00:00:00,2022-04-08 00:00:00,BUY
70,3,614885803.3300,USD,2022-04-11,-63.00,False,2022-04-11 00:00:00,2022-04-11 00:00:00,SELL
71,3,-441734539.4900,USD,2022-06-13,47.00,False,2022-06-13 00:00:00,2022-06-13 00:00:00,BUY
72,4,-11061497.4400,USD,2020-04-21,26.00,False,2020-04-21 00:00:00,2020-04-21 00:00:00,BUY
73,4,-12490652.8200,USD,2020-05-17,28.00,False,2020-05-17 00:00:00,2020-05-17 00:00:00,BUY
74,4,2552653.2500,USD,2020-05-17,-6.00,False,2020-05-17 00:00:00,2020-05-17 00:00:00,SELL
75,4,4543557.5700,USD,2020-05-24,-11.00,False,2020-05-24 00:00:00,2020-05-24 00:00:00,SELL
76,4,-20772319.1200,USD,2020-05-27,47.00,False,2020-05-27 00:00:00,2020-05-27 00:00:00,BUY
77,4,27116777.7000,USD,2020-05-31,-65.00,False,2020-05-31 00:00:00,2020-05-31 00:00:00,SELL
78,4,-15464617.7800,USD,2020-06-04,39.00,False,2020-06-04 00:00:00,2020-06-04 00:00:00,BUY
79,4,-10987148.3100,USD,2020-07-18,28.00,False,2020-07-18 00:00:00,2020-07-18 00:00:00,BUY
80,4,22899530.1700,USD,2020-08-25,-56.00,False,2020-08-25 00:00:00,2020-08-25 00:00:00,SELL
81,4,-35788893.7900,USD,2020-09-27,58.00,False,2020-09-27 00:00:00,2020-09-27 00:00:00,BUY
82,4,61325380.3800,USD,2020-12-03,-65.00,False,2020-12-03 00:00:00,2020-12-03 00:00:00,SELL
83,4,-59368187.3900,USD,2020-12-09,65.00,False,2020-12-09 00:00:00,2020-12-09 00:00:00,BUY
84,4,64287367.4100,USD,2021-01-14,-39.00,False,2021-01-14 00:00:00,2021-01-14 00:00:00,SELL
85,4,-67179832.4100,USD,2021-01-17,40.00,False,2021-01-17 00:00:00,2021-01-17 00:00:00,BUY
86,4,32843473.6200,USD,2021-01-21,-22.00,False,2021-01-21 00:00:00,2021-01-21 00:00:00,SELL
87,4,-3358991.6200,USD,2021-02-16,2.00,False,2021-02-16 00:00:00,2021-02-16 00:00:00,BUY
88,4,63525373.9400,USD,2021-02-18,-43.00,False,2021-02-18 00:00:00,2021-02-18 00:00:00,SELL
89,4,-55936541.0200,USD,2021-03-02,33.00,False,2021-03-02 00:00:00,2021-03-02 00:00:00,BUY
90,4,70912045.3300,USD,2021-03-18,-48.00,False,2021-03-18 00:00:00,2021-03-18 00:00:00,SELL
91,4,-38807899.6400,USD,2021-04-07,13.00,False,2021-04-07 00:00:00,2021-04-07 00:00:00,BUY
92,4,-162805220.0200,USD,2021-04-12,62.00,False,2021-04-12 00:00:00,2021-04-12 00:00:00,BUY
93,4,183535938.3500,USD,2021-06-06,-61.00,False,2021-06-06 00:00:00,2021-06-06 00:00:00,SELL
94,4,-235060183.8100,USD,2021-12-06,46.00,False,2021-12-06 00:00:00,2021-12-06 00:00:00,BUY
95,4,-40880031.9700,USD,2022-01-02,8.00,False,2022-01-02 00:00:00,2022-01-02 00:00:00,BUY
96,4,49711091.9900,USD,2022-08-07,-9.00,False,2022-08-07 00:00:00,2022-08-07 00:00:00,SELL
97,5,-6579000.0000,USD,2020-07-29,43.00,False,2020-07-29 00:00:00,2020-07-29 00:00:00,BUY
98,5,-2729677.6500,USD,2021-06-19,16.00,False,2021-06-19 00:00:00,2021-06-19 00:00:00,BUY
99,5,-3577732.8500,USD,2021-09-08,24.00,False,2021-09-08 00:00:00,2021-09-08 00:00:00,BUY
100,5,15001994.2800,USD,2022-01-23,-58.00,False,2022-01-23 00:00:00,2022-01-23 00:00:00,SELL
101,5,-1623564.9500,USD,2022-04-02,15.00,False,2022-04-02 00:00:00,2022-04-02 00:00:00,BUY
102,5,-5478490.9700,USD,2022-05-20,49.00,False,2022-05-20 00:00:00,2022-05-20 00:00:00,BUY
103,5,1840040.2800,USD,2022-06-13,-17.00,False,2022-06-13 00:00:00,2022-06-13 00:00:00,SELL
104,5,3630124.7200,USD,2022-06-26,-28.00,False,2022-06-26 00:00:00,2022-06-26 00:00:00,SELL
105,5,1592639.9100,USD,2022-07-18,-13.00,False,2022-07-18 00:00:00,2022-07-18 00:00:00,SELL
106,5,-4592369.4400,USD,2022-08-17,39.00,False,2022-08-17 00:00:00,2022-08-17 00:00:00,BUY
107,6,-3248435.1900,USD,2020-11-07,13.00,False,2020-11-07 00:00:00,2020-11-07 00:00:00,BUY
108,6,-18843913.9800,USD,2021-06-08,73.00,False,2021-06-08 00:00:00,2021-06-08 00:00:00,BUY
109,6,9650486.8400,USD,2021-08-19,-62.00,False,2021-08-19 00:00:00,2021-08-19 00:00:00,SELL
110,6,-288497.2700,USD,2022-03-19,1.00,False,2022-03-19 00:00:00,2022-03-19 00:00:00,BUY
111,6,-12571274.6300,USD,2022-07-22,55.00,False,2022-07-22 00:00:00,2022-07-22 00:00:00,BUY
112,6,-2005505.4000,USD,2022-09-08,8.00,False,2022-09-08 00:00:00,2022-09-08 00:00:00,BUY
113,7,-4294375.5400,USD,2020-02-13,87.00,False,2020-02-13 00:00:00,2020-02-13 00:00:00,BUY
114,7,1388496.4800,USD,2020-03-19,-31.00,False,2020-03-19 00:00:00,2020-03-19 00:00:00,SELL
115,7,627978.8600,USD,2020-08-14,-9.00,False,2020-08-14 00:00:00,2020-08-14 00:00:00,SELL
116,7,-4774711.9000,USD,2022-03-01,25.00,False,2022-03-01 00:00:00,2022-03-01 00:00:00,BUY
117,7,14734479.5700,USD,2022-06-13,-57.00,False,2022-06-13 00:00:00,2022-06-13 00:00:00,SELL
118,8,-4561073245.0500,USD,2020-03-28,70.00,False,2020-03-28 00:00:00,2020-03-28 00:00:00,BUY
119,8,2960467216.5600,USD,2020-06-08,-47.00,False,2020-06-08 00:00:00,2020-06-08 00:00:00,SELL
120,8,333469398.6100,USD,2020-07-10,-6.00,False,2020-07-10 00:00:00,2020-07-10 00:00:00,SELL
121,8,-2656607873.7700,USD,2020-10-04,44.00,False,2020-10-04 00:00:00,2020-10-04 00:00:00,BUY
122,8,1583205552.5000,USD,2021-02-21,-26.00,False,2021-02-21 00:00:00,2021-02-21 00:00:00,SELL
123,8,-1045422097.5000,USD,2021-03-30,17.00,False,2021-03-30 00:00:00,2021-03-30 00:00:00,BUY
124,8,1462375200.0000,USD,2021-08-30,-20.00,False,2021-08-30 00:00:00,2021-08-30 00:00:00,SELL
125,8,-1874017406.2500,USD,2021-12-17,25.00,False,2021-12-17 00:00:00,2021-12-17 00:00:00,BUY
126,8,668096302.5000,USD,2022-01-10,-9.00,False,2022-01-10 00:00:00,2022-01-10 00:00:00,SELL
127,8,-1123430962.5000,USD,2022-02-19,15.00,False,2022-02-19 00:00:00,2022-02-19 00:00:00,BUY
128,8,490641277.5000,USD,2022-03-04,-6.00,False,2022-03-04 00:00:00,2022-03-04 00:00:00,SELL
129,8,2598411750.0000,USD,2022-03-27,-34.00,False,2022-03-27 00:00:00,2022-03-27 00:00:00,SELL
130,8,-1421174700.0000,USD,2022-05-17,16.00,False,2022-05-17 00:00:00,2022-05-17 00:00:00,BUY
131,8,-3433962262.5000,USD,2022-05-22,43.00,False,2022-05-22 00:00:00,2022-05-22 00:00:00,BUY
132,9,-4997799.2400,USD,2020-07-02,31.00,False,2020-07-02 00:00:00,2020-07-02 00:00:00,BUY
133,9,-6790953.0100,USD,2020-07-12,43.00,False,2020-07-12 00:00:00,2020-07-12 00:00:00,BUY
134,9,1210790.0700,USD,2020-09-03,-8.00,False,2020-09-03 00:00:00,2020-09-03 00:00:00,SELL
135,9,-1467046.5400,USD,2021-01-18,8.00,False,2021-01-18 00:00:00,2021-01-18 00:00:00,BUY
136,9,10298486.1700,USD,2021-03-16,-44.00,False,2021-03-16 00:00:00,2021-03-16 00:00:00,SELL
137,9,-6771013.1800,USD,2021-08-06,16.00,False,2021-08-06 00:00:00,2021-08-06 00:00:00,BUY
138,9,-322483.9500,USD,2021-12-08,6.00,False,2021-12-08 00:00:00,2021-12-08 00:00:00,BUY
139,9,2044787.1000,USD,2022-02-20,-32.00,False,2022-02-20 00:00:00,2022-02-20 00:00:00,SELL
140,9,-4177958.6800,USD,2022-04-01,66.00,False,2022-04-01 00:00:00,2022-04-01 00:00:00,BUY
141,10,-21035700.0000,USD,2020-07-13,75.00,False,2020-07-13 00:00:00,2020-07-13 00:00:00,BUY
142,10,13023612.0000,USD,2020-07-27,-46.00,False,2020-07-27 00:00:00,2020-07-27 00:00:00,SELL
143,10,-3027024.0000,USD,2020-08-07,11.00,False,2020-08-07 00:00:00,2020-08-07 00:00:00,BUY
144,10,-10779804.0000,USD,2020-08-13,42.00,False,2020-08-13 00:00:00,2020-08-13 00:00:00,BUY
145,10,16077096.0000,USD,2020-08-21,-62.00,False,2020-08-21 00:00:00,2020-08-21 00:00:00,SELL
146,10,-4138344.0000,USD,2020-08-23,17.00,False,2020-08-23 00:00:00,2020-08-23 00:00:00,BUY
147,10,6855030.0000,USD,2020-10-02,-18.00,False,2020-10-02 00:00:00,2020-10-02 00:00:00,SELL
148,10,-9099090.0000,USD,2020-10-29,22.00,False,2020-10-29 00:00:00,2020-10-29 00:00:00,BUY
149,10,-2981160.0000,USD,2020-12-04,8.00,False,2020-12-04 00:00:00,2020-12-04 00:00:00,BUY
150,10,6879600.0000,USD,2020-12-29,-16.00,False,2020-12-29 00:00:00,2020-12-29 00:00:00,SELL
151,10,8558550.0000,USD,2020-12-29,-22.00,False,2020-12-29 00:00:00,2020-12-29 00:00:00,SELL
152,10,-7678080.0000,USD,2021-01-12,24.00,False,2021-01-12 00:00:00,2021-01-12 00:00:00,BUY
153,10,-20711808.0000,USD,2021-01-31,48.00,False,2021-01-31 00:00:00,2021-01-31 00:00:00,BUY
154,10,28191072.0000,USD,2021-02-04,-60.00,False,2021-02-04 00:00:00,2021-02-04 00:00:00,SELL
155,10,3835520.0000,USD,2021-02-12,-8.00,False,2021-02-12 00:00:00,2021-02-12 00:00:00,SELL
156,10,-963141.5400,USD,2021-03-03,2.00,False,2021-03-03 00:00:00,2021-03-03 00:00:00,BUY
157,10,-28805066.4400,USD,2021-03-08,68.00,False,2021-03-08 00:00:00,2021-03-08 00:00:00,BUY
158,10,4643610.1500,USD,2021-04-02,-7.00,False,2021-04-02 00:00:00,2021-04-02 00:00:00,SELL
159,10,27798146.5000,USD,2021-04-04,-39.00,False,2021-04-04 00:00:00,2021-04-04 00:00:00,SELL
160,10,13377612.4400,USD,2021-07-15,-17.00,False,2021-07-15 00:00:00,2021-07-15 00:00:00,SELL
161,10,-21539603.2600,USD,2021-08-10,26.00,False,2021-08-10 00:00:00,2021-08-10 00:00:00,BUY
162,10,-6590694.3700,USD,2021-10-03,7.00,False,2021-10-03 00:00:00,2021-10-03 00:00:00,BUY
163,10,12106173.2100,USD,2021-11-09,-12.00,False,2021-11-09 00:00:00,2021-11-09 00:00:00,SELL
164,10,-40131964.1800,USD,2021-11-10,39.00,False,2021-11-10 00:00:00,2021-11-10 00:00:00,BUY
165,10,870800.9400,USD,2021-12-20,-1.00,False,2021-12-20 00:00:00,2021-12-20 00:00:00,SELL
166,10,55069032.1700,USD,2022-01-09,-55.00,False,2022-01-09 00:00:00,2022-01-09 00:00:00,SELL
167,10,-1177414.7100,USD,2022-01-31,1.00,False,2022-01-31 00:00:00,2022-01-31 00:00:00,BUY
168,10,-10696701.5400,USD,2022-02-04,9.00,False,2022-02-04 00:00:00,2022-02-04 00:00:00,BUY
169,10,4665228.0800,USD,2022-02-12,-4.00,False,2022-02-12 00:00:00,2022-02-12 00:00:00,SELL
170,10,-8230419.7000,USD,2022-03-19,7.00,False,2022-03-19 00:00:00,2022-03-19 00:00:00,BUY
171,10,-62330897.4400,USD,2022-03-31,48.00,False,2022-03-31 00:00:00,2022-03-31 00:00:00,BUY
172,10,81063594.9600,USD,2022-04-25,-65.00,False,2022-04-25 00:00:00,2022-04-25 00:00:00,SELL
173,10,-37097685.0300,USD,2022-05-11,21.00,False,2022-05-11 00:00:00,2022-05-11 00:00:00,BUY
174,10,-45930467.1800,USD,2022-05-17,26.00,False,2022-05-17 00:00:00,2022-05-17 00:00:00,BUY
175,10,60508845.4800,USD,2022-05-20,-36.00,False,2022-05-20 00:00:00,2022-05-20 00:00:00,SELL
176,10,-58656533.8900,USD,2022-05-25,38.00,False,2022-05-25 00:00:00,2022-05-25 00:00:00,BUY
177,10,40876903.9600,USD,2022-07-19,-23.00,False,2022-07-19 00:00:00,2022-07-19 00:00:00,SELL
178,10,79640847.1900,USD,2022-07-20,-37.00,False,2022-07-20 00:00:00,2022-07-20 00:00:00,SELL
179,10,-3605636.3600,USD,2022-08-16,2.00,False,2022-08-16 00:00:00,2022-08-16 00:00:00,BUY
180,10,-69859204.5600,USD,2022-08-25,45.00,False,2022-08-25 00:00:00,2022-08-25 00:00:00,BUY
181,10,-36807537.8900,USD,2022-09-12,21.00,False,2022-09-12 00:00:00,2022-09-12 00:00:00,BUY
182,11,-7147594.2200,USD,2020-04-01,86.00,False,2020-04-01 00:00:00,2020-04-01 00:00:00,BUY
183,11,11251896.8300,USD,2020-05-22,-66.00,False,2020-05-22 00:00:00,2020-05-22 00:00:00,SELL
184,11,-2291874.3500,USD,2020-05-28,15.00,False,2020-05-28 00:00:00,2020-05-28 00:00:00,BUY
185,11,2065099.4200,USD,2020-06-08,-12.00,False,2020-06-08 00:00:00,2020-06-08 00:00:00,SELL
186,11,-8376197.6400,USD,2020-06-20,56.00,False,2020-06-20 00:00:00,2020-06-20 00:00:00,BUY
187,11,868499.7600,USD,2020-07-19,-5.00,False,2020-07-19 00:00:00,2020-07-19 00:00:00,SELL
188,11,4477598.7400,USD,2020-07-30,-29.00,False,2020-07-30 00:00:00,2020-07-30 00:00:00,SELL
189,11,-5841980.6400,USD,2020-09-16,34.00,False,2020-09-16 00:00:00,2020-09-16 00:00:00,BUY
190,11,3714812.4000,USD,2020-10-24,-23.00,False,2020-10-24 00:00:00,2020-10-24 00:00:00,SELL
191,11,9795454.6500,USD,2020-11-30,-42.00,False,2020-11-30 00:00:00,2020-11-30 00:00:00,SELL
192,11,-3610026.9800,USD,2020-12-16,15.00,False,2020-12-16 00:00:00,2020-12-16 00:00:00,BUY
193,11,-8075616.7400,USD,2021-01-03,36.00,False,2021-01-03 00:00:00,2021-01-03 00:00:00,BUY
194,11,3979289.4100,USD,2021-01-19,-16.00,False,2021-01-19 00:00:00,2021-01-19 00:00:00,SELL
195,11,414765.9500,USD,2021-02-18,-4.00,False,2021-02-18 00:00:00,2021-02-18 00:00:00,SELL
196,11,-813424.4900,USD,2021-03-01,8.00,False,2021-03-01 00:00:00,2021-03-01 00:00:00,BUY
197,11,-1912755.6100,USD,2021-03-08,19.00,False,2021-03-08 00:00:00,2021-03-08 00:00:00,BUY
198,11,3339268.6100,USD,2021-03-10,-31.00,False,2021-03-10 00:00:00,2021-03-10 00:00:00,SELL
199,11,754028.4000,USD,2021-03-25,-7.00,False,2021-03-25 00:00:00,2021-03-25 00:00:00,SELL
200,11,-10238867.1600,USD,2021-04-03,30.00,False,2021-04-03 00:00:00,2021-04-03 00:00:00,BUY
201,11,2201906.9200,USD,2021-04-26,-6.00,False,2021-04-26 00:00:00,2021-04-26 00:00:00,SELL
202,11,5500007.0600,USD,2021-06-27,-13.00,False,2021-06-27 00:00:00,2021-06-27 00:00:00,SELL
203,11,9552894.7400,USD,2021-06-30,-22.00,False,2021-06-30 00:00:00,2021-06-30 00:00:00,SELL
204,11,-21184794.1200,USD,2021-07-27,46.00,False,2021-07-27 00:00:00,2021-07-27 00:00:00,BUY
205,11,-1358717.0500,USD,2021-08-28,7.00,False,2021-08-28 00:00:00,2021-08-28 00:00:00,BUY
206,11,13764012.3900,USD,2021-09-30,-33.00,False,2021-09-30 00:00:00,2021-09-30 00:00:00,SELL
207,11,3176310.5500,USD,2021-10-15,-8.00,False,2021-10-15 00:00:00,2021-10-15 00:00:00,SELL
208,11,-6436841.4600,USD,2021-11-05,15.00,False,2021-11-05 00:00:00,2021-11-05 00:00:00,BUY
209,11,-3003859.3500,USD,2021-11-08,7.00,False,2021-11-08 00:00:00,2021-11-08 00:00:00,BUY
210,11,-429122.7600,USD,2021-11-14,1.00,False,2021-11-14 00:00:00,2021-11-14 00:00:00,BUY
211,11,-1130959.0600,USD,2021-11-25,3.00,False,2021-11-25 00:00:00,2021-11-25 00:00:00,BUY
212,11,-9344788.7300,USD,2022-03-10,18.00,False,2022-03-10 00:00:00,2022-03-10 00:00:00,BUY
213,11,20345413.0500,USD,2022-04-07,-38.00,False,2022-04-07 00:00:00,2022-04-07 00:00:00,SELL
214,11,2541824.6000,USD,2022-04-17,-5.00,False,2022-04-17 00:00:00,2022-04-17 00:00:00,SELL
215,11,-15332069.6400,USD,2022-05-11,27.00,False,2022-05-11 00:00:00,2022-05-11 00:00:00,BUY
216,11,7171190.2500,USD,2022-05-13,-13.00,False,2022-05-13 00:00:00,2022-05-13 00:00:00,SELL
217,11,-5889461.6700,USD,2022-05-21,11.00,False,2022-05-21 00:00:00,2022-05-21 00:00:00,BUY
218,11,19956027.1500,USD,2022-05-23,-41.00,False,2022-05-23 00:00:00,2022-05-23 00:00:00,SELL
219,11,1687338.8800,USD,2022-05-24,-3.00,False,2022-05-24 00:00:00,2022-05-24 00:00:00,SELL
220,11,-17982056.9900,USD,2022-05-27,35.00,False,2022-05-27 00:00:00,2022-05-27 00:00:00,BUY
221,11,19685620.2800,USD,2022-06-24,-35.00,False,2022-06-24 00:00:00,2022-06-24 00:00:00,SELL
222,11,-34963164.4200,USD,2022-07-29,59.00,False,2022-07-29 00:00:00,2022-07-29 00:00:00,BUY
223,11,42723753.7200,USD,2022-08-26,-55.00,False,2022-08-26 00:00:00,2022-08-26 00:00:00,SELL
224,12,-5118298.1000,USD,2020-09-26,47.00,False,2020-09-26 00:00:00,2020-09-26 00:00:00,BUY
225,12,-762299.7200,USD,2020-11-19,7.00,False,2020-11-19 00:00:00,2020-11-19 00:00:00,BUY
226,12,-3379198.7400,USD,2021-01-05,32.00,False,2021-01-05 00:00:00,2021-01-05 00:00:00,BUY
227,12,6698997.5100,USD,2021-02-20,-58.00,False,2021-02-20 00:00:00,2021-02-20 00:00:00,SELL
228,12,-5081998.1100,USD,2021-04-10,44.00,False,2021-04-10 00:00:00,2021-04-10 00:00:00,BUY
229,12,6274397.6700,USD,2021-05-28,-62.00,False,2021-05-28 00:00:00,2021-05-28 00:00:00,SELL
230,12,-4531998.3100,USD,2021-07-25,40.00,False,2021-07-25 00:00:00,2021-07-25 00:00:00,BUY
231,12,-4161298.4500,USD,2021-09-14,39.00,False,2021-09-14 00:00:00,2021-09-14 00:00:00,BUY
232,12,3349498.7500,USD,2021-11-07,-29.00,False,2021-11-07 00:00:00,2021-11-07 00:00:00,SELL
233,12,4527598.3200,USD,2021-11-14,-42.00,False,2021-11-14 00:00:00,2021-11-14 00:00:00,SELL
234,12,-6679197.5200,USD,2021-11-29,66.00,False,2021-11-29 00:00:00,2021-11-29 00:00:00,BUY
235,12,4908198.1700,USD,2021-12-08,-46.00,False,2021-12-08 00:00:00,2021-12-08 00:00:00,SELL
236,12,-2125199.2100,USD,2021-12-19,21.00,False,2021-12-19 00:00:00,2021-12-19 00:00:00,BUY
237,12,3761998.6000,USD,2021-12-24,-36.00,False,2021-12-24 00:00:00,2021-12-24 00:00:00,SELL
238,12,-1570799.4200,USD,2021-12-26,14.00,False,2021-12-26 00:00:00,2021-12-26 00:00:00,BUY
239,12,-2444199.0900,USD,2022-01-16,22.00,False,2022-01-16 00:00:00,2022-01-16 00:00:00,BUY
